,artist_name(s),artist_country,artist_home_city,visible_ethnic_minority,census_race_classification,artist_gender,canadian_content,artist_is_group,total_plays,alberta,british columbia,manitoba,new brunswick,nova scotia,ontario,quebec,artist_country_cdn,artist_country_int,artist_country_uk,artist_country_unknown,artist_country_us,visible_ethnic_minority_no,visible_ethnic_minority_unknown,visible_ethnic_minority_yes,artist_gender_female,artist_gender_male,artist_gender_mixed,artist_gender_unknown
1191,frantic artillery,cdn,"calgary, ab",yes,mixed group,male,True,True,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,0,0,0,0,1,0,1,0,0
1192,orbitron,us,"seattle, wa",yes,black,male,False,False,3,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,0,0,1,0,1,0,0
1193,anonymous twist,cdn,"toronto, on",yes,asian,male,True,False,11,0.0,0.0,0.8181818181818182,0.0,0.0,0.18181818181818182,0.0,1,0,0,0,0,0,0,1,0,1,0,0
1194,raashan ahmad,us,"oakland, ca",yes,black,male,False,False,15,0.4,0.2,0.0,0.0,0.0,0.3333333333333333,0.06666666666666667,0,0,0,0,1,0,0,1,0,1,0,0
1195,thousands of one,us,"ithaca, ny",yes,mixed group,male,False,True,1,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,0,0,1,0,1,0,0
1196,femme fatality,us,"los angeles, ca",no,white,male,False,True,1,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,1,0,0,0,1,0,0
1197,assholes & whitties,unknown,unknown,unknown,unknown,unknown,False,False,1,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1,0,0,1,0,0,0,0,1
1198,n.e.r.d.,us,"virginia beach, va",yes,black,male,False,False,55,0.09090909090909091,0.07272727272727272,0.2727272727272727,0.0,0.0,0.34545454545454546,0.21818181818181817,0,0,0,0,1,0,0,1,0,1,0,0
1199,kail,us,"los angeles, ca",yes,black,male,False,False,7,0.0,0.0,0.0,0.0,0.0,0.7142857142857143,0.2857142857142857,0,0,0,0,1,0,0,1,0,1,0,0
1200,d-sisive,cdn,"toronto, on",no,white,male,True,False,427,0.1756440281030445,0.12177985948477751,0.04449648711943794,0.0,0.00234192037470726,0.42857142857142855,0.22716627634660422,1,0,0,0,0,1,0,0,0,1,0,0
1201,j live,us,"new york, ny",yes,black,male,False,False,6,0.0,0.0,0.0,0.16666666666666666,0.0,0.0,0.8333333333333334,0,0,0,0,1,0,0,1,0,1,0,0
1202,payz play,cdn,"montreal, qc",no,white,male,True,True,10,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1,0,0,0,0,1,0,0,0,1,0,0
1203,the cool kids,us,"detroit, mi",yes,black,male,False,True,87,0.19540229885057472,0.08045977011494253,0.12643678160919541,0.0,0.0,0.28735632183908044,0.3103448275862069,0,0,0,0,1,0,0,1,0,1,0,0
1204,jackson conti,int,"rio de janerio, brazil",yes,mixed group,male,False,True,3,0.6666666666666666,0.0,0.0,0.0,0.0,0.3333333333333333,0.0,0,1,0,0,0,0,0,1,0,1,0,0
1205,team rezofficial,cdn,"winnipeg, mb",yes,native american,male,True,True,46,0.391304347826087,0.08695652173913043,0.0,0.0,0.0,0.4782608695652174,0.043478260869565216,1,0,0,0,0,0,0,1,0,1,0,0
1206,assault of knowledge (a.o.k.),cdn,"edmonton, ab",yes,middle eastern,male,True,False,42,0.7142857142857143,0.11904761904761904,0.0,0.0,0.0,0.16666666666666666,0.0,1,0,0,0,0,0,0,1,0,1,0,0
1207,my brightest diamond,us,"new york, ny",no,white,mixed,False,True,1,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,1,0,0,0,0,1,0
1208,the dirtball,us,"bend, or",no,white,male,False,False,1,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,1,0,0,0,1,0,0
1209,foul mouth jerk,us,"asheville, nc",no,white,male,False,False,4,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,1,0,0,0,1,0,0
1210,little vic,us,"new york, ny",no,white,male,False,False,3,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,1,0,0,0,1,0,0
1211,pryde messiah,us,unknown,yes,black,male,False,False,1,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,0,0,1,0,1,0,0
1212,craig g and marly marl,us,"new york, ny",yes,black,male,False,True,2,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0,0,0,0,1,0,0,1,0,1,0,0
1213,spectac & 9th wonder,us,"atlanta, ga",yes,black,male,False,True,1,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0,0,0,0,1,0,0,1,0,1,0,0
1214,threat from outer space,cdn,"vancouver, bc",yes,mixed group,male,True,True,7,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,0,0,0,0,1,0,1,0,0
1215,elemental zazen,us,"boston, mass",no,white,male,False,False,2,0.0,0.5,0.0,0.0,0.0,0.5,0.0,0,0,0,0,1,1,0,0,0,1,0,0
1216,ferras,us,"los angeles, ca",yes,middle eastern,male,False,False,2,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,0,0,1,0,1,0,0
1217,santogold,us,"philadelphia, pa",yes,black,female,False,False,1,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0,0,0,0,1,0,0,1,1,0,0,0
1218,dj frane,us,"los angeles, ca",no,white,male,False,False,13,0.0,0.38461538461538464,0.0,0.0,0.0,0.6153846153846154,0.0,0,0,0,0,1,1,0,0,0,1,0,0
1219,invincible,us,"detroit, mi",no,white,female,False,False,18,0.2777777777777778,0.05555555555555555,0.0,0.0,0.0,0.6666666666666666,0.0,0,0,0,0,1,1,0,0,1,0,0,0
1220,duffy,uk,"nefyn, uk",no,white,female,False,False,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1,0,0,1,0,0,1,0,0,0
1221,finale & spier 1200,us,"detroit, mi",yes,black,male,False,True,2,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0,0,0,0,1,0,0,1,0,1,0,0
1222,mr. quibble,cdn,"toronto, on",no,white,male,True,True,5,0.8,0.0,0.0,0.0,0.0,0.2,0.0,1,0,0,0,0,1,0,0,0,1,0,0
1223,bobby digital (rza),us,"brooklyn, ny",yes,black,male,False,False,32,0.0,0.3125,0.0,0.0,0.0,0.40625,0.28125,0,0,0,0,1,0,0,1,0,1,0,0
1224,krystle dos santos,cdn,"edmonton, ab",yes,black,female,True,False,13,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,0,0,0,0,1,1,0,0,0
1225,kery james,int,"paris, france",yes,black,male,False,False,9,0.0,0.3333333333333333,0.0,0.0,0.0,0.6666666666666666,0.0,0,1,0,0,0,0,0,1,0,1,0,0
1226,88-keys,us,"new york, ny",yes,black,male,False,False,17,0.0,0.058823529411764705,0.0,0.0,0.0,0.6470588235294118,0.29411764705882354,0,0,0,0,1,0,0,1,0,1,0,0
1227,keny arkana,int,"marseille, fr",yes,hispanic,female,False,False,10,0.1,0.1,0.0,0.0,0.0,0.8,0.0,0,1,0,0,0,0,0,1,1,0,0,0
1228,onra,int,"paris, france",yes,asian,male,False,False,4,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,1,0,0,0,0,0,1,0,1,0,0
1229,richie spice,int,"kingston, jamaica",yes,black,male,False,False,3,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,0,0,0,0,0,1,0,1,0,0
1230,ivana santilli,cdn,"toronto, on",yes,hispanic,female,True,False,8,0.75,0.25,0.0,0.0,0.0,0.0,0.0,1,0,0,0,0,0,0,1,1,0,0,0
1231,illa ghee,us,"brooklyn, ny",yes,black,male,False,False,2,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0,0,0,0,1,0,0,1,0,1,0,0
1232,doomtree,us,"minneapolis, mn",yes,mixed group,male,False,True,59,0.06779661016949153,0.06779661016949153,0.11864406779661017,0.0,0.0,0.2542372881355932,0.4915254237288136,0,0,0,0,1,0,0,1,0,1,0,0
1233,jean grae and 9th wonder,us,"new york, ny",yes,black,female,False,False,13,0.0,0.15384615384615385,0.0,0.0,0.0,0.3076923076923077,0.5384615384615384,0,0,0,0,1,0,0,1,1,0,0,0
1234,infinite livez,uk,"london, eng",yes,black,male,False,False,3,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0,0,1,0,0,0,0,1,0,1,0,0
1235,nicess and lord kass,cdn,"ottawa, on",yes,mixed group,male,True,True,5,0.0,0.4,0.0,0.0,0.0,0.6,0.0,1,0,0,0,0,0,0,1,0,1,0,0
1236,imaan faith,cdn,"toronto, on",yes,middle eastern,male,False,False,9,0.0,0.2222222222222222,0.0,0.0,0.0,0.7777777777777778,0.0,1,0,0,0,0,0,0,1,0,1,0,0
1237,radius,us,"chicago, il",yes,black,male,False,False,6,0.3333333333333333,0.0,0.0,0.0,0.0,0.0,0.6666666666666666,0,0,0,0,1,0,0,1,0,1,0,0
1238,main offenders,cdn,"vancouver, bc",no,white,male,True,True,31,0.41935483870967744,0.12903225806451613,0.0,0.0,0.0,0.16129032258064516,0.2903225806451613,1,0,0,0,0,1,0,0,0,1,0,0
1239,mantrakid,cdn,"calgary, ab",no,white,male,True,False,19,0.631578947368421,0.21052631578947367,0.0,0.0,0.0,0.15789473684210525,0.0,1,0,0,0,0,1,0,0,0,1,0,0
1240,captain dan and the scurvy crew,us,"miami, fl",no,white,male,False,True,3,0.3333333333333333,0.3333333333333333,0.0,0.0,0.0,0.3333333333333333,0.0,0,0,0,0,1,1,0,0,0,1,0,0
1241,higher concept,us,"new york, ny",no,white,male,False,True,5,0.0,0.2,0.0,0.0,0.0,0.8,0.0,0,0,0,0,1,1,0,0,0,1,0,0
1242,zion i,us,"oakland, ca",yes,black,male,False,True,84,0.14285714285714285,0.16666666666666666,0.14285714285714285,0.0,0.0,0.4166666666666667,0.13095238095238096,0,0,0,0,1,0,0,1,0,1,0,0
1243,various_50,int,jamaica,yes,black,mixed,False,True,1,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0,1,0,0,0,0,0,1,0,0,1,0
1244,longstory,unknown,unknown,unknown,unknown,unknown,False,False,1,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1,0,0,1,0,0,0,0,1
1245,myself,us,"new orleans, la",yes,black,male,False,False,11,0.45454545454545453,0.0,0.0,0.0,0.0,0.5454545454545454,0.0,0,0,0,0,1,0,0,1,0,1,0,0
1246,j'davey,us,"los angeles, ca",yes,black,mixed,False,True,12,0.16666666666666666,0.5,0.0,0.0,0.0,0.3333333333333333,0.0,0,0,0,0,1,0,0,1,0,0,1,0
1247,various_51,cdn,"toronto, on",yes,black,mixed,True,True,6,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1,0,0,0,0,0,0,1,0,0,1,0
1248,alltruisms,us,"chicago, il",no,white,male,False,False,10,0.1,0.0,0.0,0.0,0.0,0.0,0.9,0,0,0,0,1,1,0,0,0,1,0,0
1249,pacewon & mr. green,us,"newark, nj",yes,mixed group,male,False,True,2,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,0,0,1,0,1,0,0
1250,guy woods and the catch,cdn,"calgary, ab",no,white,male,True,True,2,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1,0,0,0,0,1,0,0,0,1,0,0
1251,dj muggs vs. sick jacken,us,"los angeles, ca",no,white,male,False,True,1,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0,0,0,0,1,1,0,0,0,1,0,0
1252,nieve and cook,us,"los angeles, ca",no,white,male,False,True,2,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0,0,0,0,1,1,0,0,0,1,0,0
1253,the hoarsemen,us,"new york, ny",no,white,male,False,True,20,0.25,0.15,0.35,0.0,0.0,0.2,0.05,0,0,0,0,1,1,0,0,0,1,0,0
1254,adoe-g,cdn,"edmonton, ab",yes,native american,male,True,False,4,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,0,0,0,0,1,0,1,0,0
1255,rageneo,us,"palm beach, fl",yes,black,male,False,False,1,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,0,0,1,0,1,0,0
1256,organic funk,cdn,"toronto, on",no,white,male,True,True,1,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1,0,0,0,0,1,0,0,0,1,0,0
1257,emc,us,"new york, ny",yes,black,male,False,True,20,0.4,0.15,0.0,0.0,0.0,0.25,0.2,0,0,0,0,1,0,0,1,0,1,0,0
1258,yo! majesty,us,"tampa bay, fl",yes,black,female,False,False,29,0.13793103448275862,0.1724137931034483,0.3103448275862069,0.0,0.0,0.3448275862068966,0.034482758620689655,0,0,0,0,1,0,0,1,1,0,0,0
1259,what's the science? (carlos nino & lil' sci),us,"los angeles, ca",yes,mixed group,male,False,True,37,0.1891891891891892,0.13513513513513514,0.16216216216216217,0.0,0.0,0.16216216216216217,0.35135135135135137,0,0,0,0,1,0,0,1,0,1,0,0
1260,animal farm,us,"portland, or",yes,mixed group,male,False,True,15,0.4,0.2,0.0,0.0,0.0,0.2,0.2,0,0,0,0,1,0,0,1,0,1,0,0
1261,dj brace,cdn,"montreal, qc",no,white,male,True,False,67,0.11940298507462686,0.07462686567164178,0.23880597014925373,0.0,0.0,0.208955223880597,0.3582089552238806,1,0,0,0,0,1,0,0,0,1,0,0
1262,mixre,cdn,"cape breton, ns",no,white,male,True,False,1,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1,0,0,0,0,1,0,0,0,1,0,0
1263,high decibels,us,"oakland, ca",yes,black,male,False,True,27,0.37037037037037035,0.07407407407407407,0.0,0.0,0.0,0.48148148148148145,0.07407407407407407,0,0,0,0,1,0,0,1,0,1,0,0
1264,tha pumpsta,us,"new york, ny",no,white,male,False,False,2,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,1,0,0,0,1,0,0
1265,kraphd,cdn,"edmonton, ab",no,white,male,True,False,2,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,0,0,1,0,0,0,1,0,0
1266,shawn jackson,us,"los angeles, ca",yes,black,male,False,False,15,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,0,0,1,0,1,0,0
1267,soz,us,"burlingame, ca",no,white,male,False,False,4,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0,0,0,0,1,1,0,0,0,1,0,0
1268,40 cal,us,"new york, ny",yes,black,male,False,False,14,0.0,0.21428571428571427,0.0,0.0,0.0,0.7857142857142857,0.0,0,0,0,0,1,0,0,1,0,1,0,0
1269,grown man bidness,unknown,unknown,unknown,unknown,unknown,False,False,1,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0,0,0,1,0,0,1,0,0,0,0,1
1270,david banner,us,"jackson, miss",yes,black,male,False,False,5,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0,1,0,0,1,0,1,0,0
1271,malik abd al,int,"paris, france",yes,black,male,False,False,2,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,0,0,0,0,0,1,0,1,0,0
1272,l'authentic payzan,cdn,"montreal, qc",yes,black,male,True,False,2,0.5,0.0,0.0,0.0,0.0,0.5,0.0,1,0,0,0,0,0,0,1,0,1,0,0
1273,elzhi,us,"detroit, mi",yes,black,male,False,False,4,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0,0,0,0,1,0,0,1,0,1,0,0
1274,buff1,us,"ann arbor, mi",yes,black,male,False,False,9,0.3333333333333333,0.0,0.0,0.0,0.0,0.4444444444444444,0.2222222222222222,0,0,0,0,1,0,0,1,0,1,0,0
1275,gza,us,"brooklyn, ny",yes,black,male,False,False,13,0.0,0.0,0.0,0.0,0.0,0.6923076923076923,0.3076923076923077,0,0,0,0,1,0,0,1,0,1,0,0
1276,art of fresh,cdn,"toronto, on",yes,black,male,True,True,49,0.061224489795918366,0.1836734693877551,0.0,0.0,0.0,0.4897959183673469,0.2653061224489796,1,0,0,0,0,0,0,1,0,1,0,0
1277,"lee ""scratch"" perry",int,"kendal, jamaica",yes,black,male,False,False,1,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0,1,0,0,0,0,0,1,0,1,0,0
1278,dwele,us,"detroit, mi",yes,black,male,False,False,11,0.2727272727272727,0.09090909090909091,0.6363636363636364,0.0,0.0,0.0,0.0,0,0,0,0,1,0,0,1,0,1,0,0
1279,dutty devioso,us,"baton rouge, la",yes,black,male,False,False,6,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0,0,0,0,1,0,0,1,0,1,0,0
1280,doap nixon,us,"philadelphia, pa",yes,black,male,False,False,6,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0,0,0,0,1,0,0,1,0,1,0,0
1281,almighty,us,"new york, ny",yes,black,male,False,True,4,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0,0,0,0,1,0,0,1,0,1,0,0
1282,angerville,cdn,"aurora, on",no,white,male,True,True,12,0.16666666666666666,0.0,0.0,0.0,0.0,0.8333333333333334,0.0,1,0,0,0,0,1,0,0,0,1,0,0
1283,reflect,cdn,"toronto, on",no,white,male,True,False,5,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1,0,0,0,0,1,0,0,0,1,0,0
1284,the ritz,us,"chicago, il",yes,mixed group,male,False,True,2,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0,1,0,0,1,0,1,0,0
1285,boogat,cdn,"montreal, qc",yes,hispanic,male,True,False,4,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1,0,0,0,0,0,0,1,0,1,0,0
1286,aram danesh and the super human crew,us,"san francisco, ca",yes,mixed group,male,False,True,2,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,0,0,1,0,1,0,0
1287,c-rayz walz and kosha dillz,us,"edison, nj",yes,mixed group,male,False,True,12,0.16666666666666666,0.3333333333333333,0.0,0.0,0.0,0.25,0.25,0,0,0,0,1,0,0,1,0,1,0,0
1288,tricky,uk,"bristol, eng",yes,black,male,False,False,39,0.2564102564102564,0.02564102564102564,0.0,0.0,0.0,0.717948717948718,0.0,0,0,1,0,0,0,0,1,0,1,0,0
1289,various_52,cdn,"edmonton, ab",unknown,unknown,unknown,False,False,22,0.6818181818181818,0.18181818181818182,0.0,0.0,0.0,0.13636363636363635,0.0,1,0,0,0,0,0,1,0,0,0,0,1
1290,n.y. oil,us,"new york, ny",yes,black,male,False,False,7,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0,0,0,0,1,0,0,1,0,1,0,0
1291,josh martinez,cdn,"halifax, ns",no,white,male,True,False,82,0.14634146341463414,0.10975609756097561,0.13414634146341464,0.0,0.0,0.3902439024390244,0.21951219512195122,1,0,0,0,0,1,0,0,0,1,0,0
1292,brooklyn academy,us,"brooklyn, ny",yes,mixed group,male,False,True,20,0.15,0.15,0.0,0.0,0.0,0.3,0.4,0,0,0,0,1,0,0,1,0,1,0,0
1293,cecil otter,us,"minneapolis, mn",no,white,male,False,False,14,0.21428571428571427,0.0,0.0,0.0,0.0,0.6428571428571429,0.14285714285714285,0,0,0,0,1,1,0,0,0,1,0,0
1294,various_53,int,unknown,yes,black,mixed,False,True,5,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,0,0,0,0,0,1,0,0,1,0
1295,furious d,cdn,"lethbridge, ab",yes,black,male,True,False,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,0,0,0,0,1,0,1,0,0
1296,imerald bay,us,"oakland, ca",yes,black,female,False,False,2,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,0,0,1,1,0,0,0
1297,dan le sac vs scroobius pip,uk,"stanford-le-hope, uk",no,white,male,False,True,16,0.1875,0.125,0.0,0.0,0.0,0.5625,0.125,0,0,1,0,0,1,0,0,0,1,0,0
1298,social deviantz,cdn,"vancouver, bc",yes,mixed group,male,True,True,17,0.4117647058823529,0.29411764705882354,0.0,0.0,0.0,0.29411764705882354,0.0,1,0,0,0,0,0,0,1,0,1,0,0
1299,alias,us,"portland, me",no,white,male,False,False,9,0.2222222222222222,0.2222222222222222,0.5555555555555556,0.0,0.0,0.0,0.0,0,0,0,0,1,1,0,0,0,1,0,0
1300,modulok & bare beats,cdn,"toronto, on",yes,mixed group,male,True,True,35,0.17142857142857143,0.2,0.11428571428571428,0.0,0.0,0.5142857142857142,0.0,1,0,0,0,0,0,0,1,0,1,0,0
1301,stacy epps,us,"atlanta, ga",yes,black,female,False,False,3,0.0,0.6666666666666666,0.0,0.0,0.0,0.3333333333333333,0.0,0,0,0,0,1,0,0,1,1,0,0,0
1302,etana,int,"kingston, jamaica",yes,black,female,False,False,1,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0,1,0,0,0,0,0,1,1,0,0,0
1303,hero,cdn,"toronto, on",yes,black,male,False,True,6,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1,0,0,0,0,0,0,1,0,1,0,0
1304,j davey,us,"los angeles, ca",yes,black,mixed,False,True,1,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0,1,0,0,1,0,0,1,0
1305,dj muggs and planet asia,us,"fresno, ca",yes,mixed group,male,False,True,32,0.09375,0.125,0.0,0.0,0.0,0.625,0.15625,0,0,0,0,1,0,0,1,0,1,0,0
1306,foreign legion,us,"san jose, ca",yes,mixed group,male,False,True,15,0.26666666666666666,0.26666666666666666,0.4666666666666667,0.0,0.0,0.0,0.0,0,0,0,0,1,0,0,1,0,1,0,0
1307,nat kendall,us,"san francisco, ca",no,white,male,False,False,2,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0,0,0,0,1,1,0,0,0,1,0,0
1308,paris,us,"san francisco, ca",yes,black,male,False,False,23,0.21739130434782608,0.08695652173913043,0.0,0.0,0.0,0.6956521739130435,0.0,0,0,0,0,1,0,0,1,0,1,0,0
1309,gza/genius,us,"brooklyn, ny",yes,black,male,False,False,28,0.0,0.32142857142857145,0.0,0.0,0.0,0.5714285714285714,0.10714285714285714,0,0,0,0,1,0,0,1,0,1,0,0
1310,jmc project,cdn,"quebec, qc",yes,mixed group,mixed,True,True,7,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1,0,0,0,0,0,0,1,0,0,1,0
1311,various_54,cdn,"toronto, on",yes,black,male,True,True,1,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1,0,0,0,0,0,0,1,0,1,0,0
1312,freddy will,int,"freetown, sierra leone",yes,black,male,False,False,6,0.16666666666666666,0.16666666666666666,0.0,0.0,0.0,0.6666666666666666,0.0,0,1,0,0,0,0,0,1,0,1,0,0
1313,point blank,cdn,"toronto, on",yes,black,male,True,True,14,0.0,0.42857142857142855,0.0,0.0,0.0,0.5714285714285714,0.0,1,0,0,0,0,0,0,1,0,1,0,0
1314,deuce deuce,cdn,"ottawa, on",yes,black,male,True,True,4,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1,0,0,0,0,0,0,1,0,1,0,0
1315,dj k.o.,us,"newark, nj",no,white,male,False,False,23,0.30434782608695654,0.08695652173913043,0.0,0.0,0.0,0.2608695652173913,0.34782608695652173,0,0,0,0,1,1,0,0,0,1,0,0
1316,jake one,us,"seattle, wa",no,white,male,False,False,54,0.18518518518518517,0.12962962962962962,0.0,0.0,0.0,0.5,0.18518518518518517,0,0,0,0,1,1,0,0,0,1,0,0
1317,sandman the rappin' cowboy,us,"dunn center, nd",no,white,male,False,False,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,1,0,0,0,1,0,0
1318,tobacco,us,"pittsburgh, pa",no,white,male,False,False,19,0.0,0.42105263157894735,0.3157894736842105,0.0,0.0,0.0,0.2631578947368421,0,0,0,0,1,1,0,0,0,1,0,0
1319,koushik,cdn,"hamilton, on",yes,indian,male,True,False,6,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1,0,0,0,0,0,0,1,0,1,0,0
1320,the blend,us,"minneapolis, mn",yes,mixed group,male,False,True,1,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0,0,0,0,1,0,0,1,0,1,0,0
1321,mike mictlan and lazerbeak,us,"minneapolis, mn",yes,mixed group,male,False,True,2,0.5,0.0,0.0,0.0,0.0,0.0,0.5,0,0,0,0,1,0,0,1,0,1,0,0
1322,vox sambou,int,"limbe, haiti",yes,black,male,False,False,1,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,1,0,0,0,0,0,1,0,1,0,0
1323,snowflake et maxime robin,cdn,"montreal, qc",no,white,male,True,True,2,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1,0,0,0,0,1,0,0,0,1,0,0
1324,outlawz,us,"montclair, nj",yes,black,male,False,True,4,0.0,0.5,0.0,0.0,0.0,0.5,0.0,0,0,0,0,1,0,0,1,0,1,0,0
1325,cornell west,us,"tulsa, ok",yes,black,male,False,False,2,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,0,0,1,0,1,0,0
1326,k6a,cdn,"montreal, qc",no,white,male,True,True,17,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1,0,0,0,0,1,0,0,0,1,0,0
1327,jertrude battue,cdn,"montreal, qc",no,white,male,True,True,2,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1,0,0,0,0,1,0,0,0,1,0,0
1328,cyne,us,"gainesville, fl",yes,mixed group,male,False,True,55,0.09090909090909091,0.07272727272727272,0.12727272727272726,0.0,0.0,0.2545454545454545,0.45454545454545453,0,0,0,0,1,0,0,1,0,1,0,0
1329,fannypack,us,"brooklyn, ny",yes,mixed group,female,False,True,10,0.5,0.4,0.0,0.0,0.0,0.1,0.0,0,0,0,0,1,0,0,1,1,0,0,0
1330,johnson & jonson,us,"los angeles, ca",yes,black,male,False,True,9,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,0,0,1,0,1,0,0
1331,restiform bodies,us,"oakland, ca",no,white,male,False,True,7,0.14285714285714285,0.14285714285714285,0.0,0.0,0.0,0.7142857142857143,0.0,0,0,0,0,1,1,0,0,0,1,0,0
1332,sen dog,us,"los angeles, ca",yes,hispanic,male,False,False,2,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0,0,0,0,1,0,0,1,0,1,0,0
1333,lone,uk,"nottingham, eng",no,white,male,False,False,11,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0,1,0,0,1,0,0,0,1,0,0
1334,various_55,cdn,unknown,yes,mixed group,mixed,True,True,23,0.08695652173913043,0.30434782608695654,0.21739130434782608,0.0,0.0,0.391304347826087,0.0,1,0,0,0,0,0,0,1,0,0,1,0
1335,lal,cdn,"toronto, on",yes,mixed group,mixed,True,True,2,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1,0,0,0,0,0,0,1,0,0,1,0
1336,mike relm,us,"san francisco, ca",yes,asian,male,False,False,11,0.18181818181818182,0.09090909090909091,0.7272727272727273,0.0,0.0,0.0,0.0,0,0,0,0,1,0,0,1,0,1,0,0
1337,janelle monae,us,"atlanta, ga",yes,black,female,False,False,92,0.15217391304347827,0.15217391304347827,0.0,0.09782608695652174,0.0,0.358695652173913,0.2391304347826087,0,0,0,0,1,0,0,1,1,0,0,0
1338,thievery corporation,us,"washington, dc",yes,mixed group,male,False,True,7,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0,0,0,0,1,0,0,1,0,1,0,0
1339,louwop and the dirty general,cdn,"toronto, on",yes,hispanic,male,True,False,31,0.0967741935483871,0.1935483870967742,0.0,0.0,0.0,0.6774193548387096,0.03225806451612903,1,0,0,0,0,0,0,1,0,1,0,0
