,STATION,WEEK OF,STATION LATITUDE,STATION LONGITUDE,STATION CITY,STATION PROVINCE,MOST PLAYED ARTIST CITY,ARTIST COUNTRY,MOST PLAYED LABEL TYPE,MOST PLAYED LABEL ,ARTIST GENDER female,ARTIST GENDER male,ARTIST GENDER male group,ARTIST GENDER mixed group,CENSUS RACE CLASSIFICATION asian,CENSUS RACE CLASSIFICATION asian other,CENSUS RACE CLASSIFICATION black,CENSUS RACE CLASSIFICATION hispanic,CENSUS RACE CLASSIFICATION mixed group,CENSUS RACE CLASSIFICATION white,ARTIST COUNTRY cdn,ARTIST COUNTRY int,ARTIST COUNTRY uk,ARTIST COUNTRY us,ARTIST COUNTRY us/cdn,CANADIAN CONTENT no,CANADIAN CONTENT yes,ARTIST COUNTRY unknown,ARTIST GENDER unknown,CENSUS RACE CLASSIFICATION unknown,ARTIST GENDER female group,CENSUS RACE CLASSIFICATION native american,CENSUS RACE CLASSIFICATION native canadian,CENSUS RACE CLASSIFICATION middle eastern,CENSUS RACE CLASSIFICATION unidentified,CENSUS RACE CLASSIFICATION asian indian,CENSUS RACE CLASSIFICATION jewish,CENSUS RACE CLASSIFICATION romany,CENSUS RACE CLASSIFICATION other asian,CENSUS RACE CLASSIFICATION indian,CENSUS RACE CLASSIFICATION indian asian,CENSUS RACE CLASSIFICATION inuit,CENSUS RACE CLASSIFICATION metis,ARTIST GENDER no,CENSUS RACE CLASSIFICATION male,CENSUS RACE CLASSIFICATION east asian
2730,cjsf,2009-10-27,49.25,-123.13,burnaby,bc,"toronto, on",us,indie,backburner,0.0,0.6,0.3,0.1,0.0,0.0,0.2,0.0,0.3,0.4,0.4,0.1,0.0,0.5,0.0,0.6,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0
2731,cjum,2009-10-27,49.88,-97.17,winnipeg,mb,"new york, ny",us,indie,rhymesayers,0.0,0.4,0.5,0.1,0.0,0.0,0.4,0.0,0.4,0.2,0.2,0.0,0.0,0.8,0.0,0.8,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2732,ckut,2009-10-27,45.5,-73.58,montreal,qc,"brooklyn, ny",us,indie,anti-,0.0,0.6,0.3,0.1,0.0,0.0,0.4,0.0,0.2,0.3,0.4,0.1,0.0,0.5,0.0,0.5,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2733,ckxu,2009-10-27,49.7,-112.83,lethbridge,ab,"los angeles, ca",us,indie,rhymesayers,0.0,0.5,0.4,0.1,0.0,0.0,0.4,0.0,0.1,0.5,0.1,0.2,0.0,0.7,0.0,0.8,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2734,cscr,2009-10-27,43.66,-79.42,toronto,on,"new york, ny",us,major,def jam,0.0,0.9,0.1,0.0,0.0,0.0,0.9,0.0,0.0,0.1,0.1,0.0,0.0,0.9,0.0,0.9,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2735,cfru,2009-11-03,43.55,-80.25,guelph,on,"toronto, on",us,indie,rhymesayers,0.0,0.5,0.4,0.1,0.0,0.0,0.4,0.0,0.4,0.2,0.4,0.0,0.1,0.5,0.0,0.7,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2736,cfuv,2009-11-03,48.43,-123.35,victoria,bc,"new york, ny",us,indie,domination,0.0,0.8,0.2,0.0,0.0,0.0,0.6,0.0,0.1,0.3,0.2,0.1,0.0,0.7,0.0,0.8,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2737,chrw,2009-11-03,42.983,-81.25,london,on,"los angeles, ca",us,indie,urbnet,0.1,0.4,0.4,0.1,0.0,0.0,0.2,0.0,0.3,0.5,0.4,0.1,0.0,0.5,0.0,0.5,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2738,chuo,2009-11-03,45.417,-75.7,ottawa,on,"toronto, on",cdn,indie,urbnet,0.1,0.4,0.5,0.0,0.0,0.0,0.3,0.1,0.3,0.3,0.6,0.0,0.0,0.4,0.0,0.5,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2739,chyz,2009-11-03,45.57,-73.75,laval,qc,"minneapolis, mn",us,indie,rhymesayers,0.0,0.5,0.5,0.0,0.0,0.0,0.5,0.0,0.2,0.3,0.2,0.1,0.0,0.7,0.0,0.8,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2740,cilu,2009-11-03,48.4,-89.2,thunder bay,on,"toronto, on",us,indie,anti-,0.0,0.2,0.7,0.1,0.0,0.0,0.0,0.0,0.5,0.5,0.3,0.1,0.1,0.5,0.0,0.6,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2741,ciut,2009-11-03,43.66,-83.03,toronto,on,"toronto, on",cdn,indie,self-released,0.1,0.4,0.4,0.1,0.0,0.0,0.4,0.1,0.1,0.4,0.4,0.3,0.0,0.3,0.0,0.7,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2742,cjsf,2009-11-03,49.25,-123.13,burnaby,bc,"toronto, on",us,indie,backburner,0.0,0.6,0.3,0.1,0.0,0.0,0.2,0.0,0.3,0.4,0.4,0.1,0.0,0.5,0.0,0.6,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0
2743,cjum,2009-11-03,49.88,-73.58,winnipeg,mb,"new york, ny",us,indie,rhymesayers,0.0,0.5,0.4,0.1,0.0,0.0,0.4,0.0,0.3,0.3,0.2,0.0,0.0,0.8,0.0,0.8,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2744,ckut,2009-11-03,45.5,-112.83,montreal,qc,"brooklyn, ny",us,indie,self-released,0.0,0.5,0.4,0.1,0.0,0.0,0.4,0.0,0.2,0.2,0.3,0.1,0.0,0.6,0.0,0.6,0.4,0.0,0.0,0.1,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2745,cscr,2009-11-03,43.66,-79.42,toronto,on,"new york, ny",us,major,def jam,0.0,0.9,0.1,0.0,0.0,0.0,0.9,0.0,0.0,0.1,0.1,0.0,0.0,0.9,0.0,0.9,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2746,cfbx,2009-11-10,50.67,-120.33,kamloops,bc,"toronto, on",cdn,indie,self-released,0.0,0.6,0.4,0.0,0.0,0.0,0.3,0.1,0.2,0.4,0.8,0.1,0.0,0.1,0.0,0.2,0.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2747,cfru,2009-11-10,43.55,-80.25,guelph,on,"chicago, il",us,indie,all natural inc.,0.2,0.5,0.3,0.0,0.0,0.0,0.6,0.0,0.2,0.2,0.3,0.0,0.0,0.7,0.0,0.8,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2748,chrw,2009-11-10,42.983,-81.25,london,on,"toronto, on",cdn,indie,backburner,0.0,0.4,0.6,0.0,0.0,0.0,0.2,0.0,0.4,0.4,0.5,0.0,0.0,0.5,0.0,0.4,0.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2749,chuo,2009-11-10,45.417,-75.7,ottawa,on,"new york, ny",cdn,indie,big dada,0.1,0.4,0.4,0.1,0.0,0.0,0.4,0.1,0.5,0.0,0.5,0.0,0.0,0.5,0.0,0.6,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2750,chyz,2009-11-10,45.57,-73.75,laval,qc,"minneapolis, mn",us,indie,rhymesayers,0.0,0.5,0.5,0.0,0.0,0.0,0.5,0.0,0.2,0.3,0.2,0.0,0.0,0.8,0.0,0.8,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2751,ciut,2009-11-10,43.66,-79.42,toronto,on,"toronto, on",cdn,indie,self-released,0.1,0.5,0.3,0.1,0.0,0.0,0.2,0.1,0.2,0.5,0.6,0.2,0.0,0.2,0.0,0.5,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2752,cjam,2009-11-10,42.33,-83.03,windsor,on,"los angeles, ca",us,indie,domination,0.0,0.7,0.3,0.0,0.0,0.0,0.6,0.0,0.2,0.2,0.2,0.1,0.0,0.7,0.0,0.8,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2753,cjlo,2009-11-10,45.5,-73.58,montreal,qc,"new york, ny",us,indie,big dada,0.0,0.5,0.5,0.0,0.0,0.0,0.4,0.1,0.3,0.1,0.4,0.0,0.0,0.6,0.0,0.6,0.4,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2754,cjsw,2009-11-10,51.08,-114.08,calgary,ab,"new york, ny",us,indie,!k7,0.1,0.2,0.7,0.0,0.0,0.0,0.3,0.0,0.4,0.3,0.3,0.0,0.1,0.6,0.0,0.7,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2755,cjum,2009-11-10,49.88,-97.17,winnipeg,mb,"new york, ny",us,indie,rhymesayers,0.0,0.4,0.5,0.1,0.0,0.0,0.3,0.0,0.3,0.4,0.2,0.0,0.0,0.8,0.0,0.8,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2756,ckut,2009-11-10,45.5,-73.58,montreal,qc,"brooklyn, ny",us,indie,self-released,0.0,0.5,0.4,0.1,0.0,0.0,0.4,0.0,0.2,0.2,0.3,0.1,0.0,0.6,0.0,0.6,0.4,0.0,0.0,0.1,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2757,cscr,2009-11-10,43.66,-79.42,toronto,on,"brooklyn, ny",us,major,atf,0.0,1.0,0.0,0.0,0.0,0.0,0.9,0.0,0.0,0.1,0.1,0.0,0.0,0.9,0.0,0.9,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2758,cfru,2009-11-17,43.55,-80.25,guelph,on,"oakland, ca",us,indie,someothaship,0.2,0.4,0.3,0.1,0.0,0.0,0.6,0.1,0.1,0.2,0.2,0.0,0.0,0.8,0.0,0.9,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2759,chrw,2009-11-17,42.983,-81.25,london,on,"toronto, on",cdn,indie,backburner,0.0,0.4,0.6,0.0,0.0,0.0,0.3,0.0,0.3,0.4,0.5,0.0,0.0,0.5,0.0,0.4,0.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2760,chuo,2009-11-17,45.417,-75.7,ottawa,on,"new york, ny",us,indie,big dada,0.1,0.4,0.5,0.0,0.0,0.0,0.2,0.1,0.5,0.2,0.4,0.1,0.0,0.5,0.0,0.7,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2761,chyz,2009-11-17,45.57,-73.75,laval,qc,"minneapolis, mn",us,indie,rhymesayers,0.1,0.6,0.3,0.0,0.0,0.0,0.6,0.0,0.1,0.3,0.2,0.0,0.0,0.8,0.0,0.8,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2762,cilu,2009-11-17,48.4,-89.2,thunder bay,on,"minneapolis, mn",us,indie,anti-,0.0,0.4,0.5,0.1,0.0,0.0,0.3,0.0,0.4,0.3,0.2,0.1,0.0,0.7,0.0,0.8,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2763,ciut,2009-11-17,43.66,-79.42,toronto,on,"toronto, on",cdn,indie,self-released,0.1,0.3,0.5,0.1,0.0,0.0,0.2,0.1,0.3,0.4,0.5,0.1,0.0,0.4,0.0,0.6,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2764,cjam,2009-11-17,42.33,-83.03,windsor,on,"chicago, il",us,indie,domination,0.1,0.5,0.4,0.0,0.0,0.0,0.7,0.0,0.2,0.1,0.3,0.0,0.0,0.7,0.0,0.7,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2765,cjlo,2009-11-17,45.5,-73.58,montreal,qc,"new york, ny",us,indie,all natural inc.,0.1,0.5,0.4,0.0,0.0,0.0,0.5,0.0,0.3,0.1,0.3,0.0,0.0,0.7,0.0,0.7,0.3,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2766,cjsw,2009-11-17,51.08,-114.08,calgary,ab,"los angeles, ca",us,indie,analog africa,0.2,0.2,0.5,0.1,0.0,0.0,0.4,0.1,0.4,0.1,0.2,0.3,0.0,0.5,0.0,0.8,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2767,cjum,2009-11-17,49.88,-97.17,winnipeg,mb,"new york, ny",us,indie,rhymesayers,0.0,0.4,0.5,0.1,0.0,0.0,0.3,0.0,0.4,0.3,0.3,0.0,0.0,0.7,0.0,0.7,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2768,ckut,2009-11-17,45.5,-73.58,montreal,qc,"oakland, ca",us,indie,self-released,0.0,0.6,0.4,0.0,0.0,0.0,0.4,0.0,0.1,0.2,0.4,0.1,0.0,0.5,0.0,0.5,0.5,0.0,0.0,0.1,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0
2769,cscr,2009-11-17,43.66,-79.42,toronto,on,"carol city, fl",us,major,def jam,0.1,0.8,0.1,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.1,0.0,0.9,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2770,cfbx,2009-11-24,50.67,-120.33,kamloops,bc,"toronto, on",cdn,indie,self-released,0.0,0.6,0.4,0.0,0.0,0.0,0.4,0.1,0.1,0.4,0.8,0.1,0.0,0.1,0.0,0.3,0.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2771,cfuv,2009-11-24,48.43,-123.35,victoria,bc,"new york, ny",us,indie,anticon,0.0,0.5,0.5,0.0,0.0,0.0,0.5,0.1,0.2,0.2,0.2,0.0,0.0,0.8,0.0,0.8,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2772,chrw,2009-11-24,42.983,-81.25,london,on,"toronto, on",cdn,indie,backburner,0.0,0.6,0.4,0.0,0.0,0.0,0.3,0.1,0.3,0.3,0.8,0.0,0.0,0.2,0.0,0.2,0.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2773,chuo,2009-11-24,45.417,-75.7,ottawa,on,"new york, ny",us,indie,self-released,0.0,0.4,0.5,0.1,0.0,0.0,0.2,0.1,0.5,0.2,0.3,0.1,0.0,0.6,0.0,0.7,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2774,chyz,2009-11-24,45.57,-73.75,laval,qc,"minneapolis, mn",us,indie,rhymesayers,0.0,0.5,0.4,0.1,0.0,0.0,0.4,0.0,0.3,0.3,0.2,0.0,0.0,0.7,0.0,0.8,0.2,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2775,ciut,2009-11-24,43.66,-79.42,toronto,on,"toronto, on",cdn,indie,self-released,0.0,0.4,0.5,0.1,0.0,0.0,0.3,0.1,0.3,0.3,0.5,0.1,0.0,0.4,0.0,0.6,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2776,cjam,2009-11-24,42.33,-83.03,windsor,on,"minneapolis, mn",us,indie,self-released,0.1,0.5,0.4,0.0,0.0,0.0,0.4,0.0,0.2,0.3,0.3,0.1,0.0,0.6,0.0,0.7,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2777,cjlo,2009-11-24,45.5,-73.58,montreal,qc,"minneapolis, mn",us,indie,rhymesayers,0.1,0.5,0.3,0.1,0.0,0.0,0.3,0.0,0.4,0.3,0.3,0.0,0.0,0.7,0.0,0.7,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2778,cjsf,2009-11-24,49.25,-123.13,burnaby,bc,"toronto, on",us,indie,rhymesayers,0.0,0.5,0.4,0.1,0.0,0.0,0.2,0.0,0.3,0.4,0.4,0.1,0.0,0.5,0.0,0.6,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0
2779,cjsw,2009-11-24,51.08,-114.08,calgary,ab,"los angeles, ca",us,indie,gold dust media,0.2,0.3,0.4,0.1,0.0,0.0,0.6,0.0,0.3,0.1,0.0,0.0,0.1,0.9,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2780,cjum,2009-11-24,49.88,-97.17,winnipeg,mb,"minneapolis, mn",us,indie,self-released,0.0,0.5,0.4,0.1,0.0,0.0,0.4,0.0,0.3,0.3,0.3,0.0,0.0,0.7,0.0,0.7,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2781,ckut,2009-11-24,45.5,-73.58,montreal,qc,"oakland, ca",us,indie,self-released,0.0,0.6,0.4,0.0,0.0,0.0,0.4,0.0,0.1,0.2,0.4,0.1,0.0,0.5,0.0,0.5,0.5,0.0,0.0,0.1,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0
2782,ckxu,2009-11-24,49.7,-112.83,lethbridge,ab,"los angeles, ca",us,indie,gold dust media,0.1,0.4,0.3,0.2,0.0,0.0,0.4,0.0,0.2,0.4,0.1,0.1,0.0,0.8,0.0,0.9,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2783,cscr,2009-11-24,43.66,-79.42,toronto,on,"chicago, il",us,major,interscope,0.2,0.7,0.0,0.1,0.0,0.0,0.9,0.0,0.1,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2784,cfru,2009-12-01,43.55,-80.25,guelph,on,"los angeles, ca",us,indie,gold dust media,0.1,0.6,0.2,0.1,0.0,0.0,0.7,0.0,0.1,0.2,0.3,0.0,0.0,0.7,0.0,0.8,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2785,cfuv,2009-12-01,48.43,-123.35,victoria,bc,"new york, ny",us,indie,big dada,0.0,0.6,0.4,0.0,0.0,0.0,0.5,0.1,0.2,0.2,0.4,0.0,0.0,0.6,0.0,0.6,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2786,chrw,2009-12-01,42.983,-81.25,london,on,"oakland, ca",us,indie,gold dust media,0.0,0.3,0.5,0.2,0.0,0.0,0.3,0.0,0.5,0.2,0.4,0.0,0.0,0.6,0.0,0.6,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2787,chuo,2009-12-01,45.417,-75.7,ottawa,on,"oakland, ca",cdn,indie,self-released,0.0,0.5,0.4,0.1,0.0,0.0,0.2,0.1,0.4,0.3,0.4,0.1,0.1,0.4,0.0,0.6,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2788,chyz,2009-12-01,45.57,-73.75,laval,qc,"minneapolis, mn",us,indie,self-released,0.0,0.5,0.5,0.0,0.0,0.0,0.4,0.0,0.2,0.3,0.3,0.0,0.0,0.7,0.0,0.7,0.3,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2789,cilu,2009-12-01,48.4,-89.2,thunder bay,on,"minneapolis, mn",us,indie,rhymesayers,0.0,0.3,0.6,0.1,0.0,0.0,0.0,0.0,0.6,0.4,0.1,0.1,0.0,0.8,0.0,0.9,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2790,ciut,2009-12-01,43.66,-79.42,toronto,on,"london, on",cdn,indie,self-released,0.0,0.4,0.5,0.1,0.0,0.0,0.3,0.1,0.4,0.2,0.5,0.0,0.0,0.5,0.0,0.5,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2791,cjam,2009-12-01,42.33,-83.03,windsor,on,"chicago, il",cdn,indie,self-released,0.2,0.5,0.3,0.0,0.0,0.0,0.4,0.0,0.2,0.2,0.4,0.2,0.0,0.4,0.0,0.6,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0
2792,cjsw,2009-12-01,51.08,-114.08,calgary,ab,"toronto, on",us,indie,analog africa,0.1,0.3,0.5,0.1,0.0,0.0,0.3,0.0,0.4,0.3,0.4,0.1,0.0,0.5,0.0,0.6,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2793,cjum,2009-12-01,49.88,-97.17,winnipeg,mb,"minneapolis, mn",us,indie,self-released,0.0,0.4,0.5,0.1,0.0,0.0,0.4,0.0,0.4,0.2,0.4,0.0,0.0,0.6,0.0,0.6,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2794,ckxu,2009-12-01,49.7,-112.83,lethbridge,ab,"toronto, on",cdn,indie,self-released,0.0,0.4,0.6,0.0,0.0,0.0,0.4,0.0,0.3,0.3,0.7,0.0,0.0,0.3,0.0,0.4,0.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2795,cscr,2009-12-01,43.66,-79.42,toronto,on,"brooklyn, ny",us,major,def jam,0.2,0.7,0.0,0.1,0.0,0.0,0.9,0.0,0.1,0.0,0.1,0.0,0.0,0.9,0.0,0.9,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2796,cfbx,2009-12-08,50.67,-120.33,kamloops,bc,"toronto, on",cdn,indie,self-released,0.0,0.5,0.5,0.0,0.0,0.0,0.4,0.1,0.3,0.2,0.9,0.0,0.0,0.1,0.0,0.3,0.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2797,cfuv,2009-12-08,48.43,-123.35,victoria,bc,"new york, ny",us,indie,rhymesayers,0.0,0.5,0.5,0.0,0.0,0.0,0.3,0.0,0.4,0.3,0.3,0.0,0.0,0.7,0.0,0.7,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
